,name,rating,reviews,company-type,HQ,age,employees
5,Hitachi Payment ...,4.0,(368 Reviews),Private,"Mumbai,Maharashtra + 26 more",17 years old,1k-5k Employees (India)
6,Electrotherm,4.1,(368 Reviews),Public,"Ahmedabad,Gujarat + 19 more",39 years old,1k-5k Employees (India)
7,Tata Starbucks,4.3,(367 Reviews),JV,Seattle + 21 more,51 years old,1k-5k Employees (India)
8,FIITJEE,3.6,(367 Reviews),Private,"Delhi,NCT + 43 more",30 years old,1k-5k Employees (India)
9,Raychem RPG,4.0,(366 Reviews),Private,"Mumbai,Maharashtra + 20 more",33 years old,501-1k Employees (India)
10,Turbo Energy,4.3,(366 Reviews),Private,"Chennai,Tamil Nadu + 17 more",39 years old,501-1k Employees (India)
11,Oriental Structu...,4.2,(366 Reviews),Private,"Delhi/NCR,Delhi + 41 more",36 years old,1k-5k Employees (India)
12,Lea Associates S...,4.2,(366 Reviews),Private,"Delhi/NCR,Delhi + 74 more",29 years old,51-200 Employees (India)
13,Centum Learning,3.9,(365 Reviews),Private,"Delhi/NCR,New Delhi + 62 more",15 years old,1k-5k Employees (India)
14,Aparajitha Corpo...,4.0,(365 Reviews),Private,"Madurai,Tamil Nadu + 44 more",22 years old,1k-5k Employees (India)
15,Gionee,4.1,(365 Reviews),Private,Shenzhen + 101 more,9 years old,501-1k Employees (India)
16,Arohan Financial...,4.0,(365 Reviews),Private,"Kolkata,West Bengal + 87 more",16 years old,1k-5k Employees (India)
17,Magneti Marelli ...,4.0,(365 Reviews),Private,Pune + 15 more,14 years old,11-50 Employees (India)
18,Volvo,4.1,(3k Reviews),Private,"Gothenburg,Gothenburg + 30 more",24 years old,1k-5k Employees (India)
19,UNITED COLORS OF...,4.4,(364 Reviews),Private,"Gurgaon/Gurugram,Haryana + 55 more",30 years old,201-500 Employees (India)
20,Signify,4.0,(364 Reviews),4.0,4.0,4.0,4.0
21,GEP Worldwide,3.9,(364 Reviews),Private,"Clark,New Jersey + 3 more",23 years old,1k-5k Employees (India)
22,Kantar,3.6,(839 Reviews),Private,"London,London + 24 more",14 years old,5k-10k Employees (India)
23,Micro Turners,3.8,(363 Reviews),Private,"Panchkula,Haryana + 31 more",53 years old,51-200 Employees (India)
24,NSB Bpo Solution...,3.3,(363 Reviews),Private,"Bhopal,Madhya Pradesh + 73 more",29 years old,1k-5k Employees (India)
25,Care Hospital,4.3,(363 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 24 more",25 years old,1k-5k Employees (India)
26,Shadowfax Techno...,3.7,(446 Reviews),Public,"Bangalore,Karnataka + 67 more",7 years old,1k-5k Employees (India)
27,Ramky Infrastruc...,4.3,(362 Reviews),Public,Hyderabad + 39 more,28 years old,501-1k Employees (India)
28,Globiva,3.1,(362 Reviews),3.1,3.1,3.1,3.1
29,Mu Sigma,3.4,(361 Reviews),Private,"Northbrook,Illinois + 3 more",18 years old,1k-5k Employees (India)
0,Mu Sigma,3.4,(361 Reviews),Private,"Northbrook,Illinois + 3 more",18 years old,1k-5k Employees (India)
1,Federal Bank,4.2,(587 Reviews),Public,"Aluva,Kerala + 80 more",91 years old,10k-50k Employees (India)
2,First Advantage,3.9,(360 Reviews),Private,"Atlanta,Georgia + 8 more",19 years old,1k-5k Employees (India)
3,Indira IVF Hospi...,4.0,(360 Reviews),Private,"Udaipur,Rajasthan + 62 more",7 years old,1k-5k Employees (India)
4,Barclays Global ...,4.3,(360 Reviews),Private,Pune + 6 more,15 years old,201-500 Employees (India)
5,EMERSON PROCESS ...,4.0,(604 Reviews),Public,"St. Louis,Missouri + 24 more",132 years old,5k-10k Employees (India)
6,Indo Autotech,4.1,(359 Reviews),Private,"Faridabad,Haryana + 19 more",48 years old,1k-5k Employees (India)
7,Page Industries,4.4,(359 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 45 more",28 years old,1k-5k Employees (India)
8,Saudi Aramco,4.6,(707 Reviews),Private,Dhahran + 26 more,89 years old,1k-5k Employees (India)
9,Bajaj Housing Fi...,3.9,(358 Reviews),Private,"Pune,Maharashtra + 83 more",14 years old,1k-5k Employees (India)
10,Ugam Solution,3.6,(358 Reviews),Private,"Mumbai,Maharashtra + 9 more",22 years old,1k-5k Employees (India)
11,Titan Eye Plus,4.4,(358 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 80 more",15 years old,5k-10k Employees (Global)
12,Levi Strauss & C...,4.5,(358 Reviews),Public,"San Francisco,California + 62 more",28 years old,1k-5k Employees (India)
13,Voltech,3.7,(358 Reviews),Private,"Chennai,Tamil Nadu + 22 more",34 years old,501-1k Employees (India)
14,Creambell,4.0,(357 Reviews),Private,"Baddi,Himachal Pradesh + 59 more",31 years old,1k-5k Employees (India)
15,Rashmi Metaliks,3.5,(357 Reviews),Private,"Kolkata,West Bengal + 14 more",18 years old,10k-50k Employees (India)
16,Grant Thornton,3.9,(356 Reviews),Private,"Chicago,Illinois + 27 more",98 years old,1k-5k Employees (India)
17,Happiest Minds T...,4.1,(356 Reviews),Public,"Bangalore,Karnataka + 9 more",11 years old,1k-5k Employees (India)
18,Ramada,3.9,(356 Reviews),Private,"Gurgaon/Gurugram,Haryana + 37 more",12 years old,201-500 Employees (India)
19,ICCS,3.1,(356 Reviews),Private,"Delhi/NCR,Delhi + 16 more",17 years old,501-1k Employees (India)
20,NBTC GROUP,3.8,(356 Reviews),Private,Al Ahmadi + 20 more,45 years old,501-1k Employees (India)
21,Schoolnet India,3.7,(355 Reviews),Public,"Noida,Uttar Pradesh + 80 more",25 years old,51-200 Employees (India)
22,Experis IT,3.3,(355 Reviews),Private,"Milwaukee,WI + 30 more",24 years old,1k-5k Employees (India)
23,Vijaya Diagnosti...,4.3,(355 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 21 more",41 years old,501-1k Employees (India)
24,Deepak Nitrite,4.0,(355 Reviews),Public,"Vadodara/Baroda,Gujarat + 8 more",52 years old,1k-5k Employees (India)
25,Bikanervala,4.0,(354 Reviews),Private,"Delhi/NCR,New Delhi + 33 more",72 years old,501-1k Employees (India)
26,Isuzu Motors,3.8,(354 Reviews),Private,Tokyo + 18 more,10 years old,501-1k Employees (India)
27,Renault,4.0,(617 Reviews),Private,Boulogne Billancourt Cedex + 125 more,124 years old,10k-50k Employees (India)
28,ICICI Prudential...,4.1,(353 Reviews),4.1,4.1,4.1,4.1
29,Rane Engine Valv...,4.0,(353 Reviews),Public,"Chennai,Tamil Nadu + 12 more",63 years old,501-1k Employees (India)
0,Adani Solar,4.1,(353 Reviews),Public,Ahmedabad + 23 more,7 years old,1k-5k Employees (India)
1,Mount Litera Zee...,4.0,(353 Reviews),Private,Mumbai + 86 more,28 years old,501-1k Employees (Global)
2,Essel Propack,4.0,(353 Reviews),Public,"Mumbai,Maharashtra + 22 more",38 years old,1k-5k Employees (India)
3,Lovely Professio...,3.7,(353 Reviews),Private,"Phagwara,Punjab + 16 more",17 years old,1k-5k Employees (India)
4,Yatra,3.7,(352 Reviews),Private,"Gurgaon,Haryana + 18 more",16 years old,1k-5k Employees (India)
5,ZUVENTUS HEALTHC...,4.1,(352 Reviews),Private,"Mumbai,Maharashtra + 52 more",20 years old,1k-5k Employees (India)
6,Hi Tech Gears,4.0,(352 Reviews),Public,"Gurgaon/Gurugram,Haryana + 28 more",36 years old,201-500 Employees (India)
7,KMV Projects,4.2,(352 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 37 more",15 years old,1k-5k Employees (India)
8,Google,4.4,(399 Reviews),Private,"Mountain View,California + 43 more",24 years old,10k-50k Employees (India)
9,Kohler,3.8,(384 Reviews),Private,"Kohler,Wisconsin + 23 more",149 years old,1k-5k Employees (India)
10,Westside,4.4,(351 Reviews),Private,Mumbai + 65 more,24 years old,5k-10k Employees (India)
11,Airtel Payments ...,4.2,(351 Reviews),Public,"Delhi/NCR,New Delhi + 107 more",5 years old,1k-5k Employees (India)
12,Aisin Automotive...,3.9,(351 Reviews),3.9,3.9,3.9,3.9
13,Army Public Scho...,4.1,(351 Reviews),Private,"Delhi/NCR,New Delhi + 68 more",48 years old,5k-10k Employees (Global)
14,Amphenol Interco...,4.2,(351 Reviews),4.2,4.2,4.2,4.2
15,CMS Computers Li...,3.7,(351 Reviews),Private,Mumbai + 44 more,46 years old,1k-5k Employees (India)
16,Leighton Contrac...,4.3,(351 Reviews),Private,"Mumbai,Maharashtra + 16 more",24 years old,501-1k Employees (India)
17,Amul,4.1,(351 Reviews),Private,"Anand,Gujrat + 93 more",76 years old,1k-5k Employees (India)
18,Knight Frank,4.2,(351 Reviews),Private,London + 30 more,126 years old,501-1k Employees (India)
19,House Of Anita D...,4.3,(350 Reviews),4.3,4.3,4.3,4.3
20,Novotel Hotels,4.3,(350 Reviews),Private,Issy Les Moulineaux + 23 more,55 years old,1k-5k Employees (India)
21,LifeCell Interna...,3.8,(350 Reviews),Private,"Chennai,Tamil Nadu + 57 more",18 years old,1k-5k Employees (India)
22,Union Bank of In...,3.9,(350 Reviews),Public,"Mumbai,Maharashtra + 75 more",103 years old,50k-1 Lakh Employees (India)
23,Goldman Sachs,3.9,(408 Reviews),Private,"New York,New York + 9 more",19 years old,5k-10k Employees (India)
24,Integreon,3.6,(349 Reviews),Private,"Fargo,North Dakota + 6 more",22 years old,1k-5k Employees (India)
25,Sayaji Hotels,4.3,(349 Reviews),Public,"Indore,Madhya Pradesh + 19 more",35 years old,1k-5k Employees (India)
26,India Cements,4.1,(349 Reviews),Public,"Chennai,Tamil Nadu + 52 more",76 years old,1k-5k Employees (India)
27,Parag Milk Foods,3.8,(349 Reviews),Public,"Mumbai,Maharashtra + 48 more",30 years old,1k-5k Employees (India)
28,Altimetrik,4.0,(349 Reviews),Private,"Southfield,Michigan + 7 more",10 years old,1k-5k Employees (India)
29,Deepak Fertilise...,3.7,(348 Reviews),Public,"Pune,Maharashtra + 34 more",43 years old,501-1k Employees (India)
0,CSB Bank,3.5,(347 Reviews),Private,"Thrissur/Trichur,Kerala + 74 more",102 years old,1k-5k Employees (India)
1,Y-Axis Overseas ...,4.1,(347 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 12 more",23 years old,1k-5k Employees (India)
2,Akal Information...,4.4,(347 Reviews),Private,"Delhi/NCR,New Delhi + 18 more",23 years old,1k-5k Employees (India)
3,Somany Ceramics,4.3,(347 Reviews),Public,"Noida,Uttar Pradesh + 43 more",54 years old,1k-5k Employees (India)
4,Hilton,4.2,(439 Reviews),Private,"Mclean,Virginia + 25 more",103 years old,1k-5k Employees (India)
5,ATS Infrastructu...,4.1,(346 Reviews),Private,"Noida,Uttar Pradesh + 10 more",24 years old,501-1k Employees (India)
6,Cult.fit,4.1,(346 Reviews),Private,"Bangalore,Karnataka + 21 more",6 years old,1k-5k Employees (India)
7,VMware Software,4.3,(348 Reviews),Private,"Palo Alto,California + 8 more",24 years old,5k-10k Employees (India)
8,Aditya Birla Hea...,4.0,(345 Reviews),Private,Mumbai + 81 more,7 years old,1k-5k Employees (India)
9,Al Turki Enterpr...,3.5,(345 Reviews),Private,Muscat + 7 more,17 years old,501-1k Employees (India)
10,Rico Auto Indust...,3.8,(345 Reviews),Public,"Gurgaon/Gurugram,Haryana + 19 more",39 years old,501-1k Employees (India)
11,Mynd Solutions P...,3.9,(344 Reviews),Private,"Kelowna,British Columbia + 25 more",20 years old,1k-5k Employees (India)
12,BSCPL Infrastruc...,4.0,(344 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 30 more",50 years old,501-1k Employees (India)
13,Diebold Nixdorf,4.2,(344 Reviews),Private,"North Canton,Ohio + 33 more",30 years old,1k-5k Employees (India)
14,VirtusaPolaris,3.3,(343 Reviews),Private,"Colombo,Colombo + 8 more",26 years old,1k-5k Employees (India)
15,Avalon Technolog...,3.9,(343 Reviews),Private,"Chennai,Tamil Nadu + 7 more",20 years old,501-1k Employees (India)
16,Lumina Datamatic...,3.6,(343 Reviews),Private,"Mumbai,Maharashtra + 7 more",47 years old,1k-5k Employees (India)
17,Wockhardt Hospit...,4.3,(343 Reviews),Private,"Mumbai,Maharashtra + 15 more",49 years old,1k-5k Employees (India)
18,Genesys Internat...,3.8,(342 Reviews),Public,"Mumbai,Maharashtra + 10 more",27 years old,1k-5k Employees (India)
19,MALABAR GOLD AND...,4.0,(342 Reviews),Private,Kozhikode + 60 more,29 years old,501-1k Employees (India)
20,Steel Authority ...,4.0,(342 Reviews),Public,"Delhi/NCR,Delhi + 27 more",68 years old,50k-1 Lakh Employees (Global)
21,Sharda Motor Ind...,3.7,(342 Reviews),Public,"Delhi/NCR,Delhi + 22 more",36 years old,1k-5k Employees (India)
22,Jaro Education,3.0,(342 Reviews),Private,"Mumbai,Maharashtra + 14 more",13 years old,501-1k Employees (India)
23,Lakshmi Machine ...,3.9,(341 Reviews),Public,"Coimbatore,Tamil Nadu + 13 more",60 years old,1k-5k Employees (India)
24,Franklin Templet...,4.3,(468 Reviews),Private,San Mateo + 14 more,75 years old,1k-5k Employees (India)
25,ChannelPlay,4.1,(340 Reviews),Private,"Gurgaon/Gurugram,Haryana + 43 more",16 years old,1k-5k Employees (India)
26,Epicenter Techno...,3.6,(340 Reviews),Private,"Mumbai,Maharashtra + 4 more",21 years old,1k-5k Employees (India)
27,NRB Bearings,4.3,(340 Reviews),Public,"Mumbai,Maharashtra + 17 more",57 years old,1k-5k Employees (India)
28,Karma Ayurveda,4.7,(340 Reviews),4.7,4.7,4.7,4.7
29,Kinara Capital,4.4,(340 Reviews),4.4,4.4,4.4,4.4
0,Vijai Electrical...,4.0,(339 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 34 more",49 years old,501-1k Employees (India)
1,Greenply,4.1,(339 Reviews),Public,"Gurgaon/Gurugram,Haryana + 56 more",38 years old,1k-5k Employees (India)
2,MAHLE Behr India,4.3,(339 Reviews),JV,Pune + 7 more,25 years old,1k-5k Employees (India)
3,Carborundum Univ...,4.1,(338 Reviews),Public,"Chennai,Tamil Nadu + 26 more",68 years old,1k-5k Employees (India)
4,AuthBridge Resea...,3.5,(338 Reviews),Private,"Gurgaon,Haryana + 13 more",17 years old,501-1k Employees (India)
5,bnp paribas indi...,4.0,(337 Reviews),4.0,4.0,4.0,4.0
6,Bahwan Engineeri...,4.1,(337 Reviews),Private,Ruwi + 18 more,45 years old,201-500 Employees (India)
7,Sulekha.com,3.8,(337 Reviews),Private,"Chennai,Tamil Nadu + 19 more",15 years old,501-1k Employees (India)
8,Jyothy Laborator...,4.3,(337 Reviews),Private,"Mumbai,Maharashtra + 74 more",39 years old,501-1k Employees (India)
9,Aspire Systems,4.1,(337 Reviews),Private,Oak Brook + 6 more,26 years old,1k-5k Employees (India)
10,Bharti AXA Gener...,4.1,(337 Reviews),4.1,4.1,4.1,4.1
11,Ag Industries,4.1,(336 Reviews),Private,"Delhi/NCR,New Delhi + 14 more",31 years old,1k-5k Employees (Global)
12,Ministry of Defe...,4.6,(336 Reviews),Private,"Delhi/NCR,Delhi + 52 more",75 years old,10k-50k Employees (India)
13,Kidzee,4.4,(336 Reviews),Private,"Ernakulam,Kerala + 89 more",19 years old,1k-5k Employees (India)
14,PUMA,4.3,(336 Reviews),Private,"Herzogenaurach,Herzogenaurach + 55 more",74 years old,1k-5k Employees (India)
15,Geojit Financial...,4.0,(335 Reviews),Public,Kochi + 96 more,35 years old,1k-5k Employees (India)
16,Paras Hospital,4.1,(335 Reviews),Private,"Gurgaon/Gurugram,Haryana + 19 more",16 years old,1k-5k Employees (India)
17,Rentokil Pest Co...,4.1,(335 Reviews),Private,"Mumbai,Maharashtra + 72 more",68 years old,501-1k Employees (India)
18,Transport Corpor...,4.0,(335 Reviews),Public,Gurgaon + 59 more,64 years old,5k-10k Employees (India)
19,The Times of Ind...,3.9,(335 Reviews),Private,New Delhi + 46 more,184 years old,10k-50k Employees (Global)
20,Linde India,4.1,(335 Reviews),Public,Pullach + 33 more,143 years old,501-1k Employees (India)
21,Renovision Autom...,3.8,(335 Reviews),Private,New Delhi + 46 more,16 years old,1k-5k Employees (India)
22,Duck Creek,4.7,(335 Reviews),LLP,"Boston,Massachusetts + 3 more",22 years old,501-1k Employees (India)
23,My Home Industri...,4.3,(335 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 35 more",25 years old,201-500 Employees (India)
24,CreditAccess Gra...,4.3,(334 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 96 more",23 years old,10k-50k Employees (India)
25,V5 Global Servic...,3.7,(334 Reviews),Private,"Delhi/NCR,Delhi + 71 more",17 years old,501-1k Employees (Global)
26,Paras Dairy,3.6,(333 Reviews),3.6,3.6,3.6,3.6
27,Xebia,4.5,(333 Reviews),Private,"Hilversum,Hilversum + 9 more",21 years old,1k-5k Employees (India)
28,McDermott Intern...,4.2,(333 Reviews),4.2,4.2,4.2,4.2
29,Westin,4.1,(333 Reviews),Private,"Kolkata,West Bengal + 25 more",92 years old,5k-10k Employees (India)
0,McDermott Intern...,4.2,(333 Reviews),4.2,4.2,4.2,4.2
1,Paras Dairy,3.6,(333 Reviews),3.6,3.6,3.6,3.6
2,Lanco Infratech,4.4,(598 Reviews),Public,"Gurgaon/Gurugram,Haryana + 28 more",36 years old,1k-5k Employees (India)
3,Merino Industrie...,3.8,(489 Reviews),3.8,3.8,3.8,3.8
4,Fleetguard Filte...,4.1,(337 Reviews),Private,"Pune,Maharashtra + 43 more",35 years old,50k-1 Lakh Employees (India)
5,Nagarjuna Fertil...,4.1,(332 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 58 more",37 years old,1k-5k Employees (India)
6,Nityo Infotech,3.4,(332 Reviews),Private,Plainsboro New Jersey + 21 more,16 years old,501-1k Employees (India)
7,Shaktiman Tirth ...,4.2,(331 Reviews),4.2,4.2,4.2,4.2
8,Keihin Fie,4.3,(330 Reviews),Private,"Pune,Maharashtra + 13 more",66 years old,1k-5k Employees (India)
9,Mahendra’s Insti...,3.4,(330 Reviews),Private,"Lucknow,Uttar Pradesh + 80 more",14 years old,201-500 Employees (India)
10,Tata Hitachi Con...,4.2,(329 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 47 more",23 years old,1k-5k Employees (India)
11,Times Group,3.8,(1.3k Reviews),Private,"Mumbai,Maharashtra + 39 more",184 years old,5k-10k Employees (India)
12,Coal India,4.1,(790 Reviews),Public,"Kolkata,West Bengal + 37 more",47 years old,1 Lakh+ Employees (India)
13,CNH Industrial,4.2,(681 Reviews),Public,London + 38 more,9 years old,1k-5k Employees (India)
14,Shivam Autotech,3.9,(328 Reviews),Public,"Gurgaon/Gurugram,Haryana + 15 more",24 years old,501-1k Employees (India)
15,Qatar Airways,4.3,(328 Reviews),Private,Doha + 14 more,29 years old,1k-5k Employees (India)
16,Reliance Infrast...,3.9,(328 Reviews),Public,"Mumbai,Maharashtra + 40 more",93 years old,1k-5k Employees (India)
17,Ess Kay Fincorp,4.1,(328 Reviews),Public,Jaipur + 93 more,28 years old,5k-10k Employees (India)
18,NoBrokerHOOD,4.3,(328 Reviews),4.3,4.3,4.3,4.3
19,TCNS Clothing Co...,4.3,(371 Reviews),Public,"Delhi/NCR,Delhi + 57 more",21 years old,501-1k Employees (India)
20,Cloudnine Hospit...,4.2,(327 Reviews),4.2,4.2,4.2,4.2
21,Orient Technolog...,3.6,(327 Reviews),Private,"Chiyoda-ku,Tokyo-to + 26 more",30 years old,1k-5k Employees (India)
22,Centre for Devel...,3.7,(327 Reviews),Private,"Pune,Maharashtra + 19 more",34 years old,1k-5k Employees (India)
23,Lionbridge Techn...,4.0,(327 Reviews),Private,"Beijing,Beijing Shi + 11 more",26 years old,1k-5k Employees (India)
24,K Raheja Corp,4.2,(327 Reviews),Private,Mumbai + 15 more,15 years old,1k-5k Employees (India)
25,Dassault Systeme...,4.0,(406 Reviews),Private,"Velizy-villacoublay,Yvelines + 6 more",41 years old,1k-5k Employees (India)
26,Blackberrys,3.8,(326 Reviews),Private,"Gurgaon/Gurugram,Haryana + 61 more",31 years old,501-1k Employees (India)
27,H.G. Infra Engin...,4.4,(326 Reviews),Public,"Jaipur,Rajasthan + 39 more",19 years old,1k-5k Employees (India)
28,Nissin Brake,4.0,(326 Reviews),Private,Nagano + 12 more,15 years old,201-500 Employees (India)
29,3M,4.1,(325 Reviews),Public,"Saint Paul,Minnesota + 37 more",35 years old,1k-5k Employees (India)
0,Affinity Express,3.0,(324 Reviews),Private,"Noida,Uttar Pradesh + 4 more",22 years old,1k-5k Employees (India)
1,First Flight Cou...,4.0,(324 Reviews),Private,"Mumbai,Maharashtra + 70 more",34 years old,5k-10k Employees (Global)
2,Planet Spark,3.7,(324 Reviews),3.7,3.7,3.7,3.7
3,Echobooom Manage...,4.3,(327 Reviews),Private,"Mumbai,Maharashtra + 15 more",2 years old,11-50 Employees (India)
4,Mindarika,3.8,(323 Reviews),JV,"Gurgaon/Gurugram,Haryana + 12 more",30 years old,1k-5k Employees (India)
5,Meesho,3.4,(323 Reviews),Private,"Bangalore,Karnataka + 43 more",7 years old,501-1k Employees (India)
6,Urban Company,3.4,(323 Reviews),Private,"Gurgaon,Haryana + 30 more",8 years old,1k-5k Employees (India)
7,ABC,3.9,(323 Reviews),Public,New York + 57 more,79 years old,1k-5k Employees (Global)
8,Rane (Madras),4.1,(323 Reviews),Public,"Vallancherry,Tamil Nadu + 18 more",25 years old,1k-5k Employees (India)
9,Qualcomm,4.2,(324 Reviews),Private,"San Diego,California + 13 more",26 years old,1k-5k Employees (India)
10,Quality Austria ...,3.4,(322 Reviews),Private,"Delhi/NCR,Delhi + 28 more",12 years old,201-500 Employees (India)
11,Offshore Infrast...,4.0,(322 Reviews),Private,"Mumbai,Maharashtra + 26 more",27 years old,501-1k Employees (India)
12,Rohan Builders,4.2,(321 Reviews),Private,"Pune,Maharashtra + 27 more",29 years old,5k-10k Employees (India)
13,JK Paper,4.1,(321 Reviews),Public,"Delhi/NCR,Delhi + 20 more",60 years old,1k-5k Employees (India)
14,Morningstar,4.4,(321 Reviews),Private,"Chicago,Illinois + 8 more",18 years old,1k-5k Employees (India)
15,LivSpace,3.8,(321 Reviews),3.8,3.8,3.8,3.8
16,Collins Aerospa...,3.9,(435 Reviews),Private,"Charlotte,North Carolina + 3 more",4 years old,1k-5k Employees (India)
17,Ameriprise Finan...,4.0,(321 Reviews),Private,"Minneapolis,Minnesota + 6 more",128 years old,1k-5k Employees (India)
18,Kunal Structure,3.8,(320 Reviews),Private,"Ahmedabad,Gujarat + 23 more",16 years old,201-500 Employees (India)
19,NeoSoft Technolo...,3.5,(320 Reviews),Private,"Mumbai,Maharashtra + 8 more",26 years old,1k-5k Employees (India)
20,EaseMyTrip.com,4.5,(320 Reviews),Public,"Delhi,NCT + 7 more",14 years old,201-500 Employees (India)
21,Gestamp,3.9,(320 Reviews),Private,"Madrid,Community Of Madrid + 6 more",25 years old,501-1k Employees (India)
22,Ind-Swift Labora...,4.1,(320 Reviews),Public,"Chandigarh,Chandigarh + 22 more",27 years old,1k-5k Employees (India)
23,Precision Infoma...,4.0,(319 Reviews),Private,"Chennai,Tamil Nadu + 44 more",26 years old,1k-5k Employees (India)
24,Bioclinica,3.3,(319 Reviews),Private,"Princeton,New Jersey + 3 more",14 years old,1k-5k Employees (India)
25,MMC,4.0,(319 Reviews),Private,New York + 16 more,151 years old,5k-10k Employees (India)
26,Kotak Mahindra P...,4.1,(319 Reviews),4.1,4.1,4.1,4.1
27,HLL Lifecare,3.9,(477 Reviews),Private,"Trivandrum/Thiruvananthapuram,Kerala + 69 more",56 years old,1k-5k Employees (India)
28,Scientific Publi...,3.9,(318 Reviews),Private,Chennai + 2 more,27 years old,1k-5k Employees (India)
29,GE Healthcare,4.2,(318 Reviews),Private,Chicago + 21 more,28 years old,1k-5k Employees (India)
0,Scientific Publi...,3.9,(318 Reviews),Private,Chennai + 2 more,27 years old,1k-5k Employees (India)
1,Surya Roshni,4.2,(318 Reviews),Public,"Delhi/NCR,Delhi + 46 more",49 years old,51-200 Employees (India)
2,Riya Travel,3.7,(318 Reviews),Private,"Mumbai,Maharashtra + 31 more",42 years old,1k-5k Employees (India)
3,IBS Software Ser...,3.8,(318 Reviews),Private,"Thiruvananthapuram,Kerala + 9 more",25 years old,1k-5k Employees (India)
4,Medreich,3.8,(318 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 9 more",49 years old,1k-5k Employees (India)
5,Agilent Technolo...,4.3,(318 Reviews),Private,"Santa Clara,California + 13 more",23 years old,5k-10k Employees (India)
6,ERA Group,3.4,(317 Reviews),Public,"Mumbai,Maharashtra + 34 more",32 years old,1k-5k Employees (Global)
7,India Shelter Fi...,4.0,(317 Reviews),Private,"Gurgaon,Haryana + 82 more",12 years old,501-1k Employees (India)
8,S&P Global,4.3,(800 Reviews),Public,"New York City,New York + 9 more",105 years old,10k-50k Employees (India)
9,Netscribes,3.3,(316 Reviews),Private,"New York,New York + 3 more",22 years old,1k-5k Employees (India)
10,Shilpa Medicare,3.7,(316 Reviews),Public,"Raichur,Karnataka + 16 more",35 years old,1k-5k Employees (India)
11,Jubilant Generic...,4.2,(316 Reviews),Private,"Noida,Uttar Pradesh + 13 more",9 years old,5k-10k Employees (India)
12,MPS,3.6,(315 Reviews),Public,"Noida,Uttar Pradesh + 15 more",52 years old,501-1k Employees (India)
13,TVS Electronics,3.8,(315 Reviews),Public,"Chennai,Tamil Nadu + 45 more",36 years old,1k-5k Employees (India)
14,V-Trans,4.1,(315 Reviews),Public,"Mumbai,Maharashtra + 54 more",64 years old,1k-5k Employees (India)
15,Usha Martin,4.2,(315 Reviews),Public,"Kolkata,West Bengal + 21 more",61 years old,501-1k Employees (India)
16,Tata Capital Hou...,4.2,(315 Reviews),Public,Mumbai + 79 more,14 years old,1k-5k Employees (India)
17,Sunbeam Auto,3.8,(314 Reviews),Private,"Gurgaon/Gurugram,Haryana + 15 more",36 years old,501-1k Employees (India)
18,Fiem Industries,3.8,(314 Reviews),Public,New Delhi + 19 more,33 years old,1k-5k Employees (India)
19,Pamac Finserve,3.6,(314 Reviews),Private,"Mumbai,Maharashtra + 43 more",27 years old,501-1k Employees (India)
20,EPAM Systems,4.0,(317 Reviews),4.0,4.0,4.0,4.0
21,GTL Infrastructu...,4.5,(313 Reviews),Public,"Mumbai,Maharashtra + 40 more",18 years old,1k-5k Employees (India)
22,UpGrad,3.0,(313 Reviews),Private,"San Francisco,California + 22 more",7 years old,1k-5k Employees (India)
23,Amar Ujala,3.9,(313 Reviews),Private,"Noida,Uttar Pradesh + 38 more",74 years old,1k-5k Employees (India)
24,Genus Power Infr...,3.9,(313 Reviews),Public,"Jaipur,Rajasthan + 28 more",30 years old,1k-5k Employees (India)
25,Hema Engineering...,3.7,(313 Reviews),Private,"Gurgaon/Gurugram,Haryana + 22 more",38 years old,201-500 Employees (India)
26,IRB Infrastructu...,4.2,(313 Reviews),Public,"Mumbai,Maharashtra + 39 more",24 years old,1k-5k Employees (India)
27,Samsung Research,3.2,(313 Reviews),Private,Seocho-gu + 8 more,53 years old,1k-5k Employees (India)
28,Vadilal Industri...,4.1,(315 Reviews),Public,"Ahmedabad,Gujrat + 52 more",115 years old,501-1k Employees (India)
29,Goodyear,4.0,(315 Reviews),Public,Akron + 40 more,124 years old,501-1k Employees (India)
0,Target,4.3,(312 Reviews),Private,"Minneapolis,Minnesota + 6 more",120 years old,1k-5k Employees (India)
1,Macawber Beekay,4.1,(312 Reviews),Private,"Noida,Uttar Pradesh + 22 more",36 years old,1k-5k Employees (India)
2,MattsenKumar,3.7,(312 Reviews),Private,"Woodburn,Oregon + 6 more",12 years old,501-1k Employees (India)
3,Ramco Systems,3.7,(312 Reviews),Public,Chennai + 10 more,25 years old,1k-5k Employees (India)
